Date,Dernier ((EUR/MWh),Ouv., Plus Haut,Plus Bas
07/04/2022,"104,565","104,565","104,565","104,565"
08/04/2022,"103,88","103,88","103,88","103,88"
11/04/2022,"100,135","100,135","100,135","100,135"
12/04/2022,"102,22","103,75","103,75","103,75"
13/04/2022,"105,325","105,325","105,325","105,325"
14/04/2022,"95,62","95,62","95,62","95,62"
18/04/2022,"95,62","95,62","95,62","95,62"
19/04/2022,"93,77","93,77","93,77","93,77"
20/04/2022,"94,23","96,75","96,75","96,75"
21/04/2022,"100,06","100,06","100,06","100,06"
22/04/2022,"94,875","94,875","94,875","94,875"
25/04/2022,"92,835","92,835","92,835","92,835"
26/04/2022,"103,21","103,21","103,21","103,21"
27/04/2022,"107,425","107,425","107,425","107,425"
28/04/2022,"100,142","100,142","100,142","100,142"
29/04/2022,"99,45","99,45","99,45","99,45"
02/05/2022,"97,05","97,05","97,05","97,05"
03/05/2022,"99,425","99,425","99,425","99,425"
04/05/2022,"103,82","103,82","103,82","103,82"
05/05/2022,"106,51","106,51","106,51","106,51"
06/05/2022,"101,71","101,71","101,71","101,71"
09/05/2022,"93,785","96,315","96,315",95
10/05/2022,"98,8","98,8","98,8","98,8"
11/05/2022,"94,01","94,01","94,01","94,01"
12/05/2022,"106,7","106,7","106,7","106,7"
13/05/2022,"96,88","96,88","96,88","96,88"
16/05/2022,"92,86","92,86","92,86","92,86"
17/05/2022,"94,175","94,175","94,175","94,175"
18/05/2022,"94,54","96,475","96,475","96,475"
19/05/2022,"91,025","91,025","91,025","91,025"
20/05/2022,"87,9","87,9","87,9","87,9"
23/05/2022,"83,29","85,22","85,22","85,22"
24/05/2022,"84,505","86,875","86,875","86,875"
25/05/2022,"88,08","85,625","86,125","84,84"
26/05/2022,"85,97","85,97","85,97","85,97"
27/05/2022,"86,875","86,25","86,25","86,25"
31/05/2022,"94,005","94,005","94,005","94,005"
01/06/2022,"85,55","85,55","85,55","85,55"
02/06/2022,"83,945","83,945","83,945","83,945"
03/06/2022,"83,1","83,1","83,1","83,1"
06/06/2022,"82,56","83,005","83,005","83,005"
07/06/2022,"79,61","80,41","81,02","80,41"
08/06/2022,"79,405","79,405","79,405","79,405"
09/06/2022,"84,88","84,88","84,88","84,88"
10/06/2022,"82,465","82,465","82,465","82,465"
13/06/2022,"83,4","83,4","83,4","83,4"
14/06/2022,"97,04","97,04","97,04","97,04"
15/06/2022,"120,33","120,33","120,33","120,33"
16/06/2022,"124,365","124,365","124,365","124,365"
17/06/2022,"117,74","117,74","117,74","117,74"
21/06/2022,"125,56","125,56","125,56","125,56"
22/06/2022,"127,17","127,17","127,17","127,17"
23/06/2022,"133,345","133,345","133,345","133,345"
24/06/2022,"128,505","128,505","128,505","128,505"
27/06/2022,"129,46","129,46","129,46","129,46"
28/06/2022,"129,175","129,175","129,175","129,175"
29/06/2022,"139,588","139,588","139,588","139,588"
30/06/2022,"144,515","144,515","144,515","144,515"
01/07/2022,"147,785","147,785","147,785","147,785"
05/07/2022,"165,075","165,075","165,075","165,075"
06/07/2022,171,171,171,171
07/07/2022,"183,185","183,185","183,185","183,185"
08/07/2022,"175,21","175,21","175,21","175,21"
11/07/2022,"164,52","164,52","164,52","164,52"
12/07/2022,"172,61","172,61","172,61","172,61"
13/07/2022,"180,505","180,505","180,505","180,505"
14/07/2022,"175,035","175,035","175,035","175,035"
15/07/2022,"159,565","159,565","159,565","159,565"
18/07/2022,"157,26","157,26","157,26","157,26"
19/07/2022,"154,455","154,455","154,455","154,455"
20/07/2022,"155,04","155,04","155,04","155,04"
21/07/2022,"155,6","155,6","155,6","155,6"
22/07/2022,"159,865","159,865","159,865","159,865"
25/07/2022,"176,615","176,615","176,615","176,615"
26/07/2022,"199,92","199,92","199,92","199,92"
27/07/2022,"205,225","205,225","205,225","205,225"
28/07/2022,"198,93","198,93","198,93","198,93"
29/07/2022,"190,915","190,915","190,915","190,915"
01/08/2022,"200,795","200,795","200,795","200,795"
02/08/2022,"205,175","205,175","205,175","205,175"
03/08/2022,"199,195","199,195","199,195","199,195"
04/08/2022,"199,25","199,25","199,25","199,25"
05/08/2022,"196,32","196,32","196,32","196,32"
08/08/2022,"193,055","193,055","193,055","193,055"
09/08/2022,"192,185","192,185","192,185","192,185"
10/08/2022,"205,365","205,365","205,365","205,365"
11/08/2022,"208,11","208,11","208,11","208,11"
12/08/2022,"206,11","206,11","206,11","206,11"
15/08/2022,"220,11","220,11","220,11","220,11"
16/08/2022,"225,915","225,915","225,915","225,915"
17/08/2022,"225,835","225,835","225,835","225,835"
18/08/2022,"241,005","241,005","241,005","241,005"
19/08/2022,"244,55","244,55","244,55","244,55"
22/08/2022,"276,75","276,75","276,75","276,75"
23/08/2022,"269,05","269,05","269,05","269,05"
24/08/2022,"292,15","292,15","292,15","292,15"
25/08/2022,"321,415","321,415","321,415","321,415"
26/08/2022,"339,195","339,195","339,195","339,195"
29/08/2022,"272,605","272,605","272,605","272,605"
30/08/2022,"252,937","252,937","252,937","252,937"
31/08/2022,"239,905","239,905","239,905","239,905"
01/09/2022,"243,005","243,005","243,005","243,005"
02/09/2022,"214,665","214,665","214,665","214,665"
06/09/2022,"239,84","239,84","239,84","239,84"
07/09/2022,"213,885","213,885","213,885","213,885"
08/09/2022,"220,54","220,54","220,54","220,54"
09/09/2022,"207,09","207,09","207,09","207,09"
12/09/2022,"190,59","190,59","190,59","190,59"
13/09/2022,"198,61","198,61","198,61","198,61"
14/09/2022,"217,88","217,88","217,88","217,88"
15/09/2022,"214,285","214,285","214,285","214,285"
16/09/2022,"187,795","187,795","187,795","187,795"
19/09/2022,"182,26","182,26","182,26","182,26"
20/09/2022,"194,26","194,26","194,26","194,26"
21/09/2022,"189,78","189,78","189,78","189,78"
22/09/2022,"187,47","187,47","187,47","187,47"
23/09/2022,"185,495","185,495","185,495","185,495"
26/09/2022,"173,835","173,835","173,835","173,835"
27/09/2022,"186,1","186,1","186,1","186,1"
28/09/2022,"207,185","207,185","207,185","207,185"
29/09/2022,"187,665","187,665","187,665","187,665"
30/09/2022,"188,8","188,8","188,8","188,8"
03/10/2022,"169,91","169,91","169,91","169,91"
04/10/2022,"161,95","161,95","161,95","161,95"
05/10/2022,"173,695","173,695","173,695","173,695"
06/10/2022,"175,71","175,71","175,71","175,71"
07/10/2022,"156,205","156,205","156,205","156,205"
10/10/2022,"154,12","154,12","154,12","154,12"
11/10/2022,"156,78","156,78","156,78","156,78"
12/10/2022,"160,19","160,19","160,19","160,19"
13/10/2022,"153,81","153,81","153,81","153,81"
14/10/2022,"141,995","141,995","141,995","141,995"
17/10/2022,"127,98","127,98","127,98","127,98"
18/10/2022,"113,22","113,22","113,22","113,22"
19/10/2022,"112,51","112,51","112,51","112,51"
20/10/2022,"127,145","127,145","127,145","127,145"
21/10/2022,"113,575","113,575","113,575","113,575"
24/10/2022,"99,17","99,17","99,17","99,17"
25/10/2022,"99,795","99,795","99,795","99,795"
26/10/2022,"104,32","104,32","104,32","104,32"
27/10/2022,"107,385","107,385","107,385","107,385"
28/10/2022,"112,244","112,244","112,244","112,244"
31/10/2022,"123,35","123,35","123,35","123,35"
01/11/2022,"116,195","116,195","116,195","116,195"
02/11/2022,"125,865","125,865","125,865","125,865"
03/11/2022,"125,445","125,445","125,445","125,445"
04/11/2022,"114,785","114,785","114,785","114,785"
07/11/2022,"109,685","109,685","109,685","109,685"
08/11/2022,"118,145","118,145","118,145","118,145"
09/11/2022,"113,145","113,145","113,145","113,145"
10/11/2022,"113,45","113,45","113,45","113,45"
11/11/2022,"97,855","97,855","97,855","97,855"
14/11/2022,"113,705","113,705","113,705","113,705"
15/11/2022,"124,105","124,105","124,105","124,105"
16/11/2022,"113,9","113,9","113,9","113,9"
17/11/2022,"112,555","112,555","112,555","112,555"
18/11/2022,"115,51","115,51","115,51","115,51"
21/11/2022,"116,13","116,13","116,13","116,13"
22/11/2022,"119,64","119,64","119,64","119,64"
23/11/2022,"129,62","129,62","129,62","129,62"
25/11/2022,"124,37","124,37","124,37","124,37"
28/11/2022,"123,28","123,28","123,28","123,28"
29/11/2022,"132,286","132,286","132,286","132,286"
30/11/2022,"146,395","146,395","146,395","146,395"
01/12/2022,"139,26","139,26","139,26","139,26"
02/12/2022,"135,56","135,56","135,56","135,56"
05/12/2022,"134,7","134,7","134,7","134,7"
06/12/2022,"138,49","138,49","138,49","138,49"
07/12/2022,"149,245","149,245","149,245","149,245"
08/12/2022,"138,895","138,895","138,895","138,895"
09/12/2022,"139,115","139,115","139,115","139,115"
12/12/2022,"136,59","136,59","136,59","136,59"
13/12/2022,"137,53","137,53","137,53","137,53"
14/12/2022,"131,51","131,51","131,51","131,51"
15/12/2022,"134,765","134,765","134,765","134,765"
16/12/2022,"115,45","115,45","115,45","115,45"
19/12/2022,"108,545","108,545","108,545","108,545"
20/12/2022,"105,69","105,69","105,69","105,69"
21/12/2022,"97,75","97,75","97,75","97,75"
22/12/2022,"91,94","91,94","91,94","91,94"
23/12/2022,"82,975","82,975","82,975","82,975"
27/12/2022,"80,045","80,045","80,045","80,045"
28/12/2022,"81,35","81,35","81,35","81,35"
29/12/2022,"83,83","83,83","83,83","83,83"
30/12/2022,"76,315","76,315","76,315","76,315"
03/01/2023,"72,315","72,315","72,315","72,315"
04/01/2023,"65,02","65,02","65,02","65,02"
05/01/2023,"72,42","72,42","72,42","72,42"
06/01/2023,"69,535",72,76,68
09/01/2023,"74,3","71,05","75,4","70,1"
10/01/2023,"70,07",73,76,"70,2"
11/01/2023,"65,345","67,595","67,595","65,5"
12/01/2023,"66,81","69,6","69,6","67,6"
13/01/2023,"64,81","66,3","66,3","62,8"
17/01/2023,"60,06",65,65,"54,5"
18/01/2023,"61,71",60,"62,2",60
19/01/2023,"60,715","60,3","61,1","60,3"
20/01/2023,"66,9","66,5","66,5","66,5"
23/01/2023,66,"65,2","65,2","64,6"
24/01/2023,"58,27","58,27","58,27","58,27"
25/01/2023,"56,66","57,25","57,25","56,6"
26/01/2023,"54,815","56,6","56,6","56,6"
27/01/2023,"55,425","53,5","53,5",53
30/01/2023,"55,156","56,85","56,85","55,5"
31/01/2023,"57,35","60,2","60,2","57,4"
01/02/2023,"59,525","57,4","58,2","57,4"
02/02/2023,"57,04","57,1","57,1","56,7"
03/02/2023,"57,89",58,"59,2","57,9"
06/02/2023,"58,11","58,11","58,11","58,11"
07/02/2023,"55,405","57,4","57,7","55,5"
08/02/2023,"53,685","53,685","53,685","53,685"
09/02/2023,"52,735","52,735","52,735","52,735"
10/02/2023,"53,945","53,25","53,25","53,25"
13/02/2023,"51,705","51,705","51,705","51,705"
14/02/2023,"52,385",52,52,52
15/02/2023,"54,715","54,2","54,2","54,2"
16/02/2023,"52,01",54,54,54
17/02/2023,"49,045","49,7","49,7","49,5"
21/02/2023,"48,54","50,8","50,8","50,8"
22/02/2023,"50,57","50,57","50,57","50,57"
23/02/2023,"50,78","50,78","50,78","50,78"
24/02/2023,"51,015","51,015","51,015","51,015"
27/02/2023,"47,299","47,299","47,299","47,299"
28/02/2023,"46,665",48,48,"46,7"
01/03/2023,"47,085","47,25","48,2",47
02/03/2023,"46,815","47,5","47,5","47,3"
03/03/2023,"44,98","45,65","46,285","45,075"
06/03/2023,"42,15","43,3","43,3","41,7"
07/03/2023,"43,37","42,8","43,65","42,8"
08/03/2023,"42,34","44,6","44,6","44,6"
09/03/2023,"43,6","41,15","41,15","41,15"
10/03/2023,"52,855",48,"54,23","45,3"
13/03/2023,"49,585","49,25","51,825","48,8"
14/03/2023,"44,185","46,75","46,75","44,545"
15/03/2023,"42,905","43,85","43,9","42,65"
16/03/2023,"44,34",42,"44,65",42
17/03/2023,"42,855","43,8",44,"42,32"
20/03/2023,"39,325","40,1","40,7","38,855"
21/03/2023,"42,4","38,985","41,5","38,985"
22/03/2023,"39,975","41,55","41,55","39,945"
23/03/2023,"43,185","42,6","43,81","42,245"
24/03/2023,"41,095","41,75","41,75","41,75"
27/03/2023,"42,53","42,53","42,53","42,53"
28/03/2023,"42,75","42,83","42,83","42,83"
29/03/2023,"42,805","42,805","42,805","42,805"
30/03/2023,"43,609","43,609","43,609","43,609"
31/03/2023,"47,845","44,95","44,95","44,95"
03/04/2023,"51,365","49,9","51,835","49,9"
04/04/2023,"46,57","48,945","48,945","45,825"
05/04/2023,"44,575","46,6","47,2","44,4"
06/04/2023,"43,125","43,765",44,"42,895"
10/04/2023,"43,125","43,125","43,125","43,125"
11/04/2023,"43,69","43,1","44,365","42,425"
12/04/2023,"42,88","43,295","43,9","42,94"
13/04/2023,"42,095","42,6","42,605","41,945"
14/04/2023,"41,15","41,05","41,88","41,05"
17/04/2023,"41,125","42,185","42,185","41,05"
18/04/2023,"42,72","41,505","42,99","41,505"
19/04/2023,"40,3","42,425","42,425","39,805"
20/04/2023,"40,565","40,4","41,02","40,4"
21/04/2023,"40,165","40,65","41,15","39,95"
24/04/2023,"39,925","39,925","39,925","39,925"
25/04/2023,"39,835","39,835","39,835","39,835"
26/04/2023,"38,55","38,55","38,55","38,55"
27/04/2023,"39,039","39,039","39,039","39,039"
28/04/2023,"38,54","39,8","39,8","38,3"
01/05/2023,"38,835","38,835","38,835","38,835"
02/05/2023,"37,53","37,86","38,05","37,275"
03/05/2023,"36,78","37,495","37,495","36,4"
04/05/2023,"35,655","36,95","36,95","35,7"
05/05/2023,"36,575","35,925","36,79","35,925"
08/05/2023,"36,875","36,85","37,25","36,85"
09/05/2023,"35,95","36,625","36,91","35,8"
10/05/2023,"34,995","35,7",36,"34,74"
11/05/2023,"34,995","34,9","35,16","34,67"
12/05/2023,"32,765","33,95","33,95","32,35"
15/05/2023,"32,315","32,305","33,6",32
16/05/2023,"31,82","32,35","32,93","31,635"
17/05/2023,"31,955","32,6","32,6","32,175"
18/05/2023,"29,785","29,985","29,985","29,975"
19/05/2023,"30,175","30,175","30,175","30,175"
22/05/2023,"29,71","30,2","30,2","30,2"
23/05/2023,"29,125","29,125","29,125","29,125"
24/05/2023,"27,785","28,63","28,63","28,63"
25/05/2023,"25,45","26,9","26,9","25,29"
26/05/2023,"24,52","25,435","25,435","23,79"
30/05/2023,"24,681","24,681","24,681","24,681"
31/05/2023,"26,85","25,495","27,95","25,495"
01/06/2023,"23,105","25,2","25,2","23,43"
02/06/2023,"23,69","23,75","23,845","23,125"
05/06/2023,"28,48","24,25","28,695","24,25"
06/06/2023,"24,86","28,3","28,3","24,775"
07/06/2023,"26,33","25,35","26,99","25,2"
08/06/2023,"26,945","26,55","28,5","26,05"
09/06/2023,"32,05","27,15","33,015","27,15"
12/06/2023,"31,035","31,605","32,045","29,4"
13/06/2023,"36,05","33,65","35,15","33,65"
14/06/2023,"38,31","34,125","40,055","34,125"
15/06/2023,"41,145","37,35","43,53","37,35"
16/06/2023,"35,01","34,55","37,05","32,4"
20/06/2023,"38,71","32,65","39,35","31,88"
21/06/2023,"36,745","36,8","38,96","36,77"
22/06/2023,"34,095","36,9","36,935","34,055"
23/06/2023,"32,507","32,64",33,"32,385"
26/06/2023,"31,975","34,305","34,305","34,155"
27/06/2023,"34,505","32,905","32,905","32,35"
28/06/2023,"34,125","33,8","34,4","33,8"
29/06/2023,"35,18","32,3","33,05","32,3"
30/06/2023,"37,103","35,195","37,65","35,195"
03/07/2023,"33,93","37,82","37,82","33,995"
05/07/2023,"34,375","33,825","36,11","33,805"
06/07/2023,"32,35","33,24","33,24","32,3"
07/07/2023,"33,478","33,3","33,585","32,705"
10/07/2023,"30,225","32,83","32,83","29,555"
11/07/2023,"29,06","29,93","29,93","28,91"
12/07/2023,"26,64","28,455","28,58","26,32"
13/07/2023,"26,605","26,885","27,545","26,23"
14/07/2023,"25,957","27,57","28,7","25,11"
17/07/2023,"25,1","24,465","25,785","24,465"
18/07/2023,"27,07",26,"27,495","25,265"
19/07/2023,"26,965","27,155","28,13","25,59"
20/07/2023,"28,02","25,54","27,915","25,54"
21/07/2023,"28,164",30,"30,53","28,615"
24/07/2023,"30,555","28,15","30,425","28,15"
25/07/2023,"32,65","30,22","32,87","30,22"
26/07/2023,"29,275","32,78","32,78","29,065"
27/07/2023,"28,435","29,25","29,45","28,105"
28/07/2023,"25,841","27,275","27,275","26,05"
31/07/2023,"28,365","27,805","28,925","27,17"
01/08/2023,"27,125","29,115","29,115","26,98"
02/08/2023,"28,74","27,3","29,155","27,3"
03/08/2023,"30,475","29,875","31,35","29,68"
04/08/2023,"28,853","29,5","29,785","28,645"
07/08/2023,"30,485","29,8","31,07","29,55"
08/08/2023,"31,065","29,81","31,695","29,785"
09/08/2023,"39,825","33,15","43,245","33,15"
10/08/2023,"37,055","37,095","39,465","36,59"
11/08/2023,"35,3",37,"37,025","35,18"
14/08/2023,"34,435","36,65","36,655","33,725"
15/08/2023,"38,815","36,835","40,5","36,2"
16/08/2023,"37,785","41,83","41,83","37,16"
17/08/2023,"36,825","37,15","39,325","36,325"
18/08/2023,"36,41","36,265","37,75","35,685"
21/08/2023,"40,78","38,575","40,87","38,48"
22/08/2023,"42,91","39,355","44,7","39,355"
23/08/2023,"36,785","41,65","42,495","36,475"
24/08/2023,"31,94","33,165","33,48","31,725"
25/08/2023,"34,775","34,3","35,7","33,56"
28/08/2023,"38,415","35,495","38,48","35,495"
29/08/2023,"35,195","36,885","36,885","34,805"
30/08/2023,"35,992","34,425","36,1","34,425"
31/08/2023,"35,03",39,39,"34,82"
01/09/2023,"35,617","35,75","37,155","34,315"
05/09/2023,"34,45","36,25",37,"32,925"
06/09/2023,"31,075","33,68","34,1","30,8"
07/09/2023,"32,755","30,955","33,11","30,57"
08/09/2023,"34,51","35,09","36,86","33,985"
11/09/2023,"35,85","36,54","37,71","35,605"
12/09/2023,"34,7","35,13","36,575","34,335"
13/09/2023,"36,815","35,27","37,975","35,27"
14/09/2023,"35,52","37,45","37,72","35,18"
15/09/2023,"36,485","35,13","36,71","34,815"
18/09/2023,"34,475","34,495","35,82","33,95"
19/09/2023,"36,78","34,25","37,49","34,05"
20/09/2023,"37,285","38,575","39,27","35,675"
21/09/2023,"39,105","35,695","39,335","35,695"
22/09/2023,"39,791","39,915","41,735","39,455"
25/09/2023,"44,44","39,475","44,73","39,475"
26/09/2023,"40,32","42,85","42,98","39,3"
27/09/2023,"39,295",39,"39,8","38,72"
28/09/2023,"39,736","40,63","41,6","39,5"
29/09/2023,"41,859",43,43,"41,23"
02/10/2023,"39,335","40,61","40,61","38,555"
03/10/2023,"36,985","37,89","37,89","35,88"
04/10/2023,"38,44","37,6","38,645","36,965"
05/10/2023,"36,205","37,62","37,62","36,05"
06/10/2023,"38,231",36,"38,515","35,915"
09/10/2023,"43,955","41,17","44,535","40,62"
10/10/2023,"49,455","46,01","49,73","45,23"
11/10/2023,"46,07","48,685","49,53","45,675"
12/10/2023,53,"45,795","53,165","45,345"
13/10/2023,"53,982","53,31","55,67","51,185"
16/10/2023,"48,465","52,665","52,985","48,26"
17/10/2023,"48,895","48,21","49,39","46,405"
18/10/2023,"50,835","48,9","51,575","47,65"
19/10/2023,"50,17","48,93","50,61","46,835"
20/10/2023,"51,112","52,845","52,845","49,51"
23/10/2023,"51,275","48,23","51,61","48,23"
24/10/2023,"49,265","50,6","53,025","48,49"
25/10/2023,"49,925","50,28","51,105","48,91"
26/10/2023,"50,81",51,"52,2","49,51"
27/10/2023,"50,53",51,"51,595","49,85"
30/10/2023,"50,547","54,425","54,425","50,9"
31/10/2023,"48,005","51,49","51,96","47,65"
01/11/2023,"47,755","46,59","48,945","46,45"
02/11/2023,"48,565","48,175","49,345","46,225"
03/11/2023,"48,057","49,225","50,37","46,96"
06/11/2023,"44,83",47,47,"44,695"
07/11/2023,"46,055","45,24","47,05","45,005"
08/11/2023,"45,775","45,75","46,21",45
09/11/2023,"48,13","45,01","49,06","45,01"
10/11/2023,"46,63","47,045","47,355","45,735"
13/11/2023,"47,875","45,94","47,995","44,565"
14/11/2023,"47,61","46,895",48,"46,065"
15/11/2023,"47,035","48,495","49,38","46,485"
16/11/2023,"45,85","46,47","47,82","45,485"
17/11/2023,"45,064","46,1","46,75","44,85"
20/11/2023,"45,82","47,035","47,52","45,21"
21/11/2023,"44,065","46,175","46,175","43,205"
22/11/2023,"44,615","44,05","45,13","43,355"
24/11/2023,"46,655","46,25","47,18","44,93"
27/11/2023,"43,985","45,045","45,045","43,74"
28/11/2023,"42,775","44,095","44,095","42,07"
29/11/2023,"40,36","41,275","41,275","39,57"
30/11/2023,"42,09","40,44","43,03","40,375"
01/12/2023,"43,496","42,795","44,12","41,745"
04/12/2023,"40,105","41,815","41,9","39,905"
05/12/2023,"38,135","39,455","39,92","37,94"
06/12/2023,"39,315","38,995","39,78","38,92"
07/12/2023,"39,97","39,8","40,885","39,61"
08/12/2023,"38,6","41,275","41,65","38,595"
11/12/2023,"36,12","36,345","37,155","35,95"
12/12/2023,"34,705","36,43","36,535","34,535"
13/12/2023,"35,81","34,675","36,25","34,675"
14/12/2023,"34,85","36,65","36,65","34,585"
15/12/2023,"33,19","33,895","34,43","33,01"
18/12/2023,"35,52","33,635","37,385","32,465"
19/12/2023,"32,57","34,33","34,33","32,18"
20/12/2023,"33,52","34,56","34,56","32,905"
21/12/2023,"34,205","34,27","36,245","33,97"
22/12/2023,"34,174","34,56","34,665","33,48"
26/12/2023,"34,175","34,175","34,175","34,175"
27/12/2023,"35,515","36,875","36,875","35,5"
28/12/2023,"33,105","34,015","34,015","34,01"
29/12/2023,"32,35","33,55","34,065","31,635"
02/01/2024,"30,57","33,395","33,395","30,07"
03/01/2024,"32,795","30,485","33,205","30,485"
04/01/2024,"33,41","33,575","33,92","32,125"
05/01/2024,"34,55","32,46","35,045","32,46"
08/01/2024,"31,58","33,75","33,95","31,315"
09/01/2024,"30,64","30,405","31,8","30,23"
10/01/2024,"30,94","31,145","31,45","30,325"
11/01/2024,"30,815","30,7",31,"30,235"
12/01/2024,"31,99","31,46","32,2","30,93"
16/01/2024,"29,655","31,31","31,535","29,32"
17/01/2024,"27,71","29,135","29,6","27,44"
18/01/2024,"27,895","27,675","28,705","27,55"
19/01/2024,"28,429","28,6","29,13","28,175"
22/01/2024,"27,265","27,105","27,8","26,755"
23/01/2024,"27,225","27,375","27,78","26,725"
24/01/2024,"28,93","27,455","29,13","27,445"
25/01/2024,"27,785","28,8","29,215","27,485"
26/01/2024,"28,079","27,14","27,975","26,84"
29/01/2024,"28,175","28,54","28,95","28,155"
30/01/2024,"29,391","28,05","28,55","28,05"
31/01/2024,"30,235","29,49","31,05","29,18"
01/02/2024,"28,99","30,14","30,715","28,8"
02/02/2024,"29,305","28,63","29,54","28,63"
05/02/2024,"28,34","29,85","29,85","28,08"
06/02/2024,"28,605","28,42","29,2","27,8"
07/02/2024,"28,185","28,225","28,845","28,005"
08/02/2024,"27,81","28,15","28,505","27,665"
09/02/2024,"27,115","27,255","27,45","26,65"
12/02/2024,"25,73","26,18","26,325","25,63"
13/02/2024,"25,435","26,15","26,495","25,25"
14/02/2024,"24,855","25,105","25,415","24,555"
15/02/2024,"24,965","24,85","25,7","24,805"
16/02/2024,"24,82","25,2","25,2","24,415"
20/02/2024,"24,17","24,355","24,69","23,425"
21/02/2024,"23,975","24,1","24,25","23,655"
22/02/2024,"23,195","23,975","23,975","22,75"
23/02/2024,"22,934","22,77","23,45","22,65"
26/02/2024,"24,01","23,2","24,2","23,075"
27/02/2024,"24,39","23,25","24,75","23,25"
28/02/2024,"25,619","25,625","25,65","25,32"
29/02/2024,"24,865","25,55","25,55","24,795"
01/03/2024,"25,809","25,275","25,9","25,125"
04/03/2024,"26,885","25,2","27,28","24,87"
05/03/2024,"27,47","26,66","28,685","26,66"
06/03/2024,"26,57","27,065","28,56","26,15"
07/03/2024,"25,99","26,015","26,925","25,76"
08/03/2024,"26,39","26,335","26,79","25,975"
11/03/2024,"24,93","25,97","26,465","24,76"
12/03/2024,"24,775","25,01","25,01","24,355"
13/03/2024,"24,905","25,1","25,425","24,555"
14/03/2024,"26,05","24,675","26,6","24,675"
15/03/2024,"27,026","26,255","27,295",26
18/03/2024,"28,82","28,025","29,15","28,025"
19/03/2024,"28,865","28,9","29,675","27,8"
20/03/2024,"27,74","28,385","28,745","27,415"
21/03/2024,"26,4","27,045","27,39","26,35"
22/03/2024,"27,776","26,525","27,875","26,525"
25/03/2024,"28,49","28,825","29,07","28,07"
26/03/2024,"27,13","27,61","28,105","27,15"
27/03/2024,"27,687","27,35","27,35","27,15"
28/03/2024,"27,34","27,55","28,125","27,195"
01/04/2024,"27,34","27,34","27,34","27,34"
02/04/2024,"26,205","27,35","27,5","26,045"
03/04/2024,"25,565","25,7","25,955","25,185"
04/04/2024,"26,205","25,685","26,555","25,52"
05/04/2024,"26,605","26,56","27,025","26,07"
08/04/2024,"27,91","26,495","28,205","26,46"
09/04/2024,"27,35","27,955","28,57","27,18"
10/04/2024,"27,1","27,53","27,87","26,825"
11/04/2024,"29,375","27,75","29,685","27,645"
12/04/2024,"30,732","29,565","30,98","28,95"
15/04/2024,"31,145","31,23","31,56","29,85"
16/04/2024,"33,14","32,02","33,71","31,845"
17/04/2024,"31,29","33,7","33,7","31,2"
18/04/2024,"32,31","30,98","32,615","30,39"
19/04/2024,"30,758","33,615","33,715","30,575"
22/04/2024,"29,31","29,85","30,425","29,075"
23/04/2024,"28,415","28,965","29,905","28,4"
24/04/2024,"29,02","29,12","29,33","28,2"
25/04/2024,"29,77","29,645","30,65","29,36"
26/04/2024,"28,885","29,865","30,265","29,265"
29/04/2024,"27,994","27,994","27,994","27,994"
30/04/2024,"29,12","28,45","29,505","28,45"
01/05/2024,"28,73","28,7","29,055","28,475"
02/05/2024,"30,915","28,525","31,175","28,525"
03/05/2024,"30,53","30,71","31,78","30,045"
06/05/2024,"31,8","30,72","32,175","30,72"
07/05/2024,"31,065","31,6","32,145","30,565"
08/05/2024,"30,61","30,585","31,05","30,045"
09/05/2024,"30,865","30,835","31,5","30,44"
10/05/2024,"30,03","30,74","31,565","29,655"
13/05/2024,"29,58","29,595","29,875","29,165"
14/05/2024,"29,67","29,765","30,2","29,33"
15/05/2024,"29,735","29,585","30,55","29,5"
16/05/2024,"30,25","29,51","30,75","29,51"
17/05/2024,"30,769","30,88","31,02","30,25"
20/05/2024,"31,77","31,32","32,17","31,245"
21/05/2024,"33,005","31,625","33,205","31,33"
22/05/2024,"34,39","32,88","34,75","32,83"
23/05/2024,"35,23","34,62","36,165","33,855"
24/05/2024,"34,115","35,6","35,6","33,5"
28/05/2024,"33,535","34,41","34,8","33,38"
29/05/2024,"33,88","34,135","34,3","33,4"
30/05/2024,"35,192","33,875","34,545","33,6"
31/05/2024,"34,223","35,28","35,7","34,13"
03/06/2024,"36,015","36,23","38,5","35,695"
04/06/2024,"33,795","36,075","36,48","33,69"
05/06/2024,"33,355","33,75","34,38","33,175"
06/06/2024,"33,685","33,225","34,15","32,96"
07/06/2024,"33,109","32,885","33,405","32,815"
10/06/2024,"34,26","33,005","34,675","32,43"
11/06/2024,"34,285","33,675","35,335","33,58"
12/06/2024,"35,295","34,055","36,025","33,93"
13/06/2024,"35,725","35,665","36,75","35,56"
14/06/2024,"35,36","35,375","36,045","34,85"
17/06/2024,"34,21","35,4","35,4","34,2"
18/06/2024,"34,7","34,28","35,05","34,28"
20/06/2024,"34,465","34,53","35,69","34,25"
21/06/2024,"33,936","34,4","34,555","33,87"
24/06/2024,"34,08","33,8","34,55","33,8"
25/06/2024,"34,855","34,325","34,875","34,325"
26/06/2024,"33,825","35,15","35,15","34,85"
27/06/2024,"34,565","34,125","34,25","34,125"
28/06/2024,"34,48","34,675","34,745","34,05"
01/07/2024,"33,485","34,5","34,945","33,42"
02/07/2024,"33,685","33,525","33,87","33,175"
03/07/2024,"32,69","33,25","33,39","32,645"
